,title,label,platform
938,Rand Paul returns 620000 to US Treasury,REAL,vcorpus
939,Show biz Business and breakthroughs,REAL,vcorpus
940,Paintings 'almost no one else seemed to be doing',REAL,vcorpus
941,World wildlife 'falls by 58 in 40 years',REAL,vcorpus
942,Boycott targets Trump family on retail front,REAL,vcorpus
943,Obamacare tax penalty I'll take it millions say,REAL,vcorpus
944,2700yearold Hebrew mention of Jerusalem found,REAL,vcorpus
945,World wildlife 'falls by 58 in 40 years',REAL,vcorpus
946,Dems sue GOP over Trump's 'rigged' complaints,REAL,vcorpus
947,2700yearold Hebrew mention of Jerusalem found,REAL,vcorpus
948,Boycott targets Trump family on retail front,REAL,vcorpus
949,Obamacare tax penalty I'll take it millions say,REAL,vcorpus
950,Dems sue GOP over Trump's 'rigged' complaints,REAL,vcorpus
951,Hillary emails 'whitelisted' for Obama's BlackBerry,REAL,vcorpus
952,Support for 'assaultweapon' ban hits record low,REAL,vcorpus
953,Pope 'God promised the land to people of Israel',REAL,vcorpus
954,Christ's burial place exposed for 1st time in centuries,REAL,vcorpus
955,Prof Canoes reek of genocide white privilege,REAL,vcorpus
956,Teens walk free after gangrape conviction,REAL,vcorpus
957,School named for Munichmassacre mastermind,REAL,vcorpus
958,Russia unveils 'Satan 2' missile,REAL,vcorpus
959,Check out Hillarythemed 'haunted house',REAL,vcorpus
960,Good Samaritan wearing Indian headdress disarms gunman,REAL,vcorpus
961,Skype sex scam  a fortune built on shame,REAL,vcorpus
962,Virginia Republican Wants Schools To Check Children's Genitals Before Using Bathroom,FAKE,politifact
963,BREAKING: PUTIN INTERFERENCE COULD GIVE COURTS LEGAL RIGHT TO MAKE HILLARY PRESIDENT,FAKE,politifact
964,BREAKING: Barrels Removed From Clinton Property Contained Parts From 3 Missing Women,FAKE,politifact
965,BREAKING: Johnny Depp Taken Into Custody By Secret Service,FAKE,politifact
966,State Of Minnesota Has Just Handed Over FULL CONTROL To Muslims So They Can Take Down <U+2018>Infidels<U+2019> - Political Mayhem,FAKE,politifact
967,Manager killed 10 employees at checkers on 183st and 27ave - Channel 24 News,FAKE,politifact
968,Paul Ryan: <U+201C>Donald Trump Plans To Resign From Office Within The Next 30 Days<U+201D>,FAKE,politifact
969,Australia Becomes First Country To Begin Microchipping Its Public,FAKE,politifact
970,Spicer: <U+201C>Trump Has The Legal Right To Cancel SCOTUS Because They Serve At His Pleasure<U+201D>,FAKE,politifact
971,BREAKING: The Democrat James Comey Has Been Having An Affair With Was JUST REVEALED! (DETAILS),FAKE,politifact
972,Page not found - Fox News The FB page,FAKE,politifact
973,Bachmann: <U+201C>White People Have Suffered More In The Last 8 Years Than Blacks Did During Couple Years Of Slavery<U+201D>,FAKE,politifact
974,"Paul Ryan: <U+201C>22 Million Americans Choose To Be Poor, So It<U+2019>s Their Own Problem If They Can<U+2019>t Afford To Be Healthy<U+201D>",FAKE,politifact
975,Obama Appears In Germany For G20 Pretending To Be The President,FAKE,politifact
976,White House Chef Quits Because Trump Has Only Eaten Fast Food For 6 Months,FAKE,politifact
977,BREAKING NEWS: Oscar Pistorious commits suicide in Prison,FAKE,politifact
978,"Gretchen Carlson: ""The 2nd Amendment Was Written Before Guns Were Invented""",FAKE,politifact
979,BREAKING: A Hollywood Star Is Moving To Canada Because Of President Trump,FAKE,politifact
980,BUSTED: Russian Mansions Obama Seized Were Meant To Be Illegal Gifts To Sasha And Malia,FAKE,politifact
981,"Barack Obama Tweets SICK Attack On John McCain, Says He Should Have Died - BREAKING!",FAKE,politifact
982,Wasserman Schultz Going To Mental Hospital After What She Did Overnight Desperate To Escape Arrest - usadailynews24,FAKE,politifact
983,ELECTORAL COLLEGE ELECTOR COMMITS SUICIDE TO AVOID VOTING FOR DONALD TRUMP - Universe Politics,FAKE,politifact
984,Donald Trump Dead From A Fatal HEART ATTACK!,FAKE,politifact
985,Pope Francis To Followers: <U+201C>Koran And Holy Bible Are The Same<U+201D>,FAKE,politifact
986,"Mom applies a remedy to her baby, moments later he dies. Be careful with this, moms!",FAKE,politifact
987,"Bill Murray Had This to Say About Rochester, New Hampshire Residents",FAKE,politifact
988,Page not found - enhlive,FAKE,politifact
989,Donald Trump warns outgoing Ghana President,FAKE,politifact
990,"Denzel Washington Switches to Trump Shocks Hollywood-, Speaks Out Against Obama - American Politic",FAKE,politifact
991,BREAKING: Meryl Streep Just Got Fired From A Major Project For Lying About Trump,FAKE,politifact
992,Mike Pence: <U+201C>Allowing Rape Victims To Have Abortions Will Lead To Women Trying To Get Raped<U+201D>,FAKE,politifact
993,BREAKING! President Trump Makes ENGLISH The OFFICIAL LANGUAGE OF THE United States!,FAKE,politifact
994,"Bill Gates: <U+201C>I think Donald Trump  will go down to history as one of the greatest presidents, just like Reagan.<U+201D>",FAKE,politifact
995,"Harambe, A Dead Gorilla, Got Over 15,000 Votes For President Of The Unites States - Daily Snark",FAKE,politifact
996,BREAKING: Trump Caught INVESTING in Dakota Pipeline Before Signing It,FAKE,politifact
997,Radical Muslims in Australia OFFENDED That Their Children Have to Sing the National Anthem,FAKE,politifact
998,John Hagee Calls For <U+201C>Prosecuting Women Who Say God<U+2019>s Name During Intercourse<U+201D>,FAKE,politifact
999,"JAPANESE WHALING CREW EATEN ALIVE BY KILLER WHALES, 16 DEAD",FAKE,politifact
1000,Starbucks Just Placed Trump<U+2019>s Photo on Floor so Every Customer have to Step On It<U+2026>.,FAKE,politifact
1001,"BREAKING: Trump Just Gave Every WORKING, LEGAL Man Woman And Child In The USA $612 EACH!",FAKE,politifact
1002,The CNN porn scare is how FAKE news spreads,FAKE,politifact
1003,Stephen Bannon: <U+201C>Nobody Can Blame You For Beating Your Wife If It<U+2019>s Out Of Love<U+201D>,FAKE,politifact
1004,MAN PARDONED BY OBAMA 3 MONTHS AGO ARRESTED FOR MURDER | The Underground Report,FAKE,politifact
1005,"Whoopi Goldberg: Navy SEAL Widow was ""Looking for Attention"" | The Underground Report",FAKE,politifact
1006,BREAKING: FBI Issues Warrant For Obama<U+2019>s Arrest After Confirming Illegal Trump Tower Wiretap,FAKE,politifact
1007,Home,FAKE,politifact
1008,JUST IN: Snoop Dogg Arrested For Conspiracy After Talking About His <U+2018>Murder Trump<U+2019> Video,FAKE,politifact
1009,"Lady Gaga Reveals Plan To Cover Her Face Again ""Until Trump Gets Fired From Office And I Feel Free Once More""",FAKE,politifact
1010,BREAKING: President Trump Just Told Paul Ryan <U+2018>You<U+2019>re Fired<U+2019>,FAKE,politifact
1011,NBC Just Fired Megyn Kelly Before Her New Show Begins,FAKE,politifact
1012,New York Man Wanted For Infecting 240 Men And Women With HIV!!!,FAKE,politifact
1013,"South African firm ordered to lay off 3,389 white employees",FAKE,politifact
1014,Colorado Rockies Baseball Team To Sell Marijuana Brownies At Their Concession Stands,FAKE,politifact
1015,WBN 12 News,FAKE,politifact
1016,Police Find 19 White Female Bodies In Freezers With <U+201C>Black Lives Matter<U+201D> Carved Into Skin - TRENDING,FAKE,politifact
1017,Page not found - Bipartisan Report,FAKE,politifact
1018,2 Liberal Democrat Congressmen Arrested For Planning Trump<U+2019>s Assassination - Proud Leader,FAKE,politifact
1019,Evangelical Leader Says Those Who Oppose Trump Could Be <U+201C>Punished<U+201D> with Gay Child,FAKE,politifact
1020,"Kasich: <U+201C>If A Woman Is Not Intelligent Enough To Keep Her Legs Closed, How Can We Entrust The Abortion Decision To Her?<U+201D>",FAKE,politifact
1021,"Vin Diesel Had This to Say About the Residents of Rockford, Illinois",FAKE,politifact
1022,Texas law enforcement officer fatally shot upon arriving for work by 3 muslim refugee. Do you support to deport them? - UsafirstInfo,FAKE,politifact
1023,Tampa man loses testicles after trying to 'fill scuba tank with weed smoke',FAKE,politifact
1024,United Airlines Flight Attendant Slaps Crying Baby During Flight - Now8News,FAKE,politifact
1025,BREAKING: MALIA OBAMA EXPELLED FROM HARVARD,FAKE,politifact
1026,Trump on Revamping the Military: We're Bringing Back the Draft,FAKE,politifact
1027,I Love Native Americans,FAKE,politifact
1028,Page not found - USA News For You,FAKE,politifact
1029,BREAKING: Conservative Icon Ted Nugent Killed In Hunting Accident,FAKE,politifact
1030,BREAKING: Bill O<U+2019>Reilly In Critical Condition After Being Attacked By <U+2018>Tolerant<U+2019> Liberals,FAKE,politifact
1031,BREAKING NEWS: Road racing cyclist Lance Armstrong has died,FAKE,politifact
1032,BREAKING: Fox Star Tucker Carlson In Critical Condition After Head On Collision Driving Home,FAKE,politifact
1033,Pence: <U+201C>Michelle Obama Is The Most Vulgar First Lady We<U+2019>ve Ever Had<U+201D>,FAKE,politifact
1034,FBI Uncovers Evidence That 62 Million Trump Voters are All Russian Agents! - Us Politics Info,FAKE,politifact
1035,JEFFERSON DAVIS STATUE TO BE REPLACED WITH OBAMA LIKENESS,FAKE,politifact
1036,Family's private investigator: There is evidence Seth Rich had contact with WikiLeaks prior to death,FAKE,politifact
1037,Donald Trump Praises Colonel Sanders for His Service in the Civil War | The Red Shtick,FAKE,politifact
1038,"NASA Will Pay You $18,000 To Stay In Bed And Smoke Weed For 70 Straight Days",FAKE,politifact
1039,"BOMBSHELL: COMEY KNEW MURDERED DNC STAFFER, SETH RICH, WAS WIKILEAKS SOURCE & COVERED IT UP FOR HILLARY",FAKE,politifact
1040,"Obama Canceled It, Trump Reinstated It <U+2013> A Very Sacred Day is Back -",FAKE,politifact
1041,Trump Authorizes Congress To Pursue Criminal Charges Against Hillary - SHOULD THEY PROCEED?,FAKE,politifact
1042,Rubio: <U+201C>Rape Victims Should Be In Custody If There Is Suspicion That They<U+2019>re Planning Abortion<U+201D>,FAKE,politifact
1043,BREAKING: Monica Lewinsky Found Dead In Roslindale,FAKE,politifact
1044,Sarah Palin Calls To Boycott Mall Of America Because <U+201C>Santa Was Always White In The Bible<U+201D>,FAKE,politifact
1045,Trump Removing Marines From the Navy,FAKE,politifact
1046,Edward Snowden: Osama Bin Laden is Still Alive Living in the Bahamas,FAKE,politifact
1047,Keanu Reeves Shock The World With Another Powerful Message,FAKE,politifact
1048,The DEA Just Raided A United States Senator<U+2013>Dems In A Panic,FAKE,politifact
1049,Page not found - News For Me Today,FAKE,politifact
1050,Democrat Maxine Waters Has Shown Up To Only 10% Of Congressional Meetings For 35 YEARS,FAKE,politifact
1051,"Liberal Women Hate Me Because Of My ""Striking Beauty And Intellect"", Says KellyAnne Conway",FAKE,politifact
1052,Cannibals Arrested in Florida Claim Eating Human Flesh Cures Diabetes and Depression,FAKE,politifact
1053,Libtard Hero Al Franken Forced To Resign In Disgrace - Breaking,FAKE,politifact
1054,Chinese Lunar Rover Finds No Evidence Of American Moon Landings!,FAKE,politifact
1055,"Trump Just Insulted Millions Who Lost Everything In Bush's Recession, ""That's Just Business""",REAL,politifact
1056,"Trump Just Insulted Millions Who Lost Everything In Bush's Recession, ""That's Just Business""",REAL,politifact
1057,Famous dog killed in spot she waited a year for her owner to return to! [VIDEO] | John Hawkins' Right Wing News,REAL,politifact
1058,House oversight panel votes Clinton IT chief in contempt,REAL,politifact
1059,"America Just Tragically Lost A Country Music Icon, Please Pray For Jean Shepard<U+2019>s Family",REAL,politifact
1060,Monuments to the Battle for the New South,REAL,politifact
1061,"RACE TIED on debate day; Colo. and Pa. have turned tight -- CLINTON hosting more than 1,200 watch parties -- THE PLAYBOOK INTERVIEW: Stephanie Schriock -- B<U+2019>DAY: Dave Weigel",REAL,politifact
1062,Giuliani slams Lester Holt for fact-checking like Candy Crowley,REAL,politifact
1063,Kaine doesn't feel bad for Pence,REAL,politifact
1064,Anti-Trump Super PAC Launches Pre-Debate Video,REAL,politifact
1065,Glenn Beck shares buyer's remorse on Cruz endorsement,REAL,politifact
1066,Governor defends providing medical care for bombing suspect,REAL,politifact
1067,Clinton economy speech to focus on valuing people with disabilities,REAL,politifact
1068,Trump: 'I was going to say something extremely rough' to Clinton,REAL,politifact
1069,The 8 Biggest Unforced Errors in Debate History,REAL,politifact
1070,Trump Calls For This Racist Policy To Be Forced On Every State,REAL,politifact
1071,Obama Claims It Will Be A Personal Insult If You Don't Vote For Hillary [VIDEO] | John Hawkins' Right Wing News,REAL,politifact
1072,Robert Kennedy Would Have Hated Donald Trump,REAL,politifact
1073,Is West Virginia Holding America<U+2019>s Weirdest Election?,REAL,politifact
1074,This Was the Trump Hillary Wanted America to See<U+2014>But Did It Work?,REAL,politifact
1075,Pence: There's too much talk of police department 'racism',REAL,politifact
1076,Trump Jr. Once Again Shows His Lack Of Humanity With Disgusting Tweet About Syrian Refugees,REAL,politifact
1077,Clinton demands Charlotte police video release 'without delay',REAL,politifact
1078,"Muslim Afghani Rapes 2-YEAR-OLD, Gets 2 Years in Prison...Declares Himself 'Superstar'",REAL,politifact
1079,Trump needles Clinton: <U+2018>Sleep well Hillary <U+2014> see you at the debate!<U+2019>,REAL,politifact
1080,"TRUTH COMES OUT! Keith Lamont Scott's Did This To His Wife Last Year and She Said ""He is a Killer"" <U+22C6> Freedom Daily",REAL,politifact
1081,"Trump Won<U+2019>t Tell America Where His Products Are Made, So Here<U+2019>s A Handy Guide (IMAGES)",REAL,politifact
1082,Black Caucus marches to DOJ to protest shootings,REAL,politifact
1083,Trump Silent As Police Credit A Sikh Immigrant With Capturing NYC Bomber,REAL,politifact
1084,Clinton on Trump's birther claim: A 'racist lie',REAL,politifact
1085,When does early voting start in every state?,REAL,politifact
1086,Rep. Peter King: We shouldn't be 'pandering' to political correctness,REAL,politifact
1087,28-year-old man sought in Manhattan blast,REAL,politifact
1088,UNHINGED: Trump Campaign Chair Says Racism Didn't Exist Before Obama In Viral Rant,REAL,politifact
1089,"Christie among the most unpopular governors in the country, poll finds",REAL,politifact
1090,"Trump, Clinton Spar Over Taxes in 1st Presidential Debate",REAL,politifact
1091,Look What Was Just SPOTTED Inside The Student Center At Hofstra University,REAL,politifact
1092,Early Voting In North Carolina Shows GREAT NEWS For Democrats,REAL,politifact
1093,Officer Dies After Suspect Spat On Her Face (Photos),REAL,politifact
1094,"UK Begins Construction On ""Great Wall"" - Meant to Keep Illegal Migrants OUT (VIDEO) | John Hawkins' Right Wing News",REAL,politifact
1095,"Donald Trump, Germany<U+2019>s disfavored son",REAL,politifact
1096,McCrory calls state of emergency in Charlotte after unrest,REAL,politifact
1097,"Trump Calls for Nationwide Stop-and-Frisk Policy, Then Rolls It Back",REAL,politifact
1098,UN to resume Syria aid deliveries,REAL,politifact
1099,"KISS' Gene Simmons: ""You Want to Win the War on Terror? Profile Everyone, Profile ME!"" [VIDEO] | John Hawkins' Right Wing News",REAL,politifact
1100,Kerry says Syrian diplomacy at impasse after truce collapses,REAL,politifact
1101,Ford Motor CEO Says Trump Is Lying AGAIN! Company Is NOT Moving U.S. Operations To Mexico,REAL,politifact
1102,"BREAKING: Toby Keith Forced To Cancel Show, I Didn<U+2019>t Expect This",REAL,politifact
1103,"Clinton, Trump meet world leaders for very different reasons",REAL,politifact
1104,Road to 270: CNN's new election map,REAL,politifact
1105,North Korea at UN: US faces 'tremendous consequences',REAL,politifact
1106,Trump Challenges Hillary to DISARM Her Bodyguards: <U+201C>See What Happens to Her!<U+201D> [VIDEO],REAL,politifact
1107,BREAKING: Massive Protests Erupt In North Carolina After Police Kill Disabled Black Man,REAL,politifact
1108,LA Police Commission Tells Officers How To Deal With Armed Suspects And It Is INSANE <U+22C6> Freedom Daily,REAL,politifact
1109,ABC News,REAL,politifact
1110,Worst. President. Ever.,REAL,politifact
1111,"Texas, California Separatists Attend Kremlin-Funded Conference",REAL,politifact
1112,"Obama, in an awkward twist, becomes Saudi Arabia's defender",REAL,politifact
1113,McConnell punts budget vote to buy time for deal,REAL,politifact
1114,Former Miss Universe sizes up Melania Trump: 'I think I speak more English',REAL,politifact
1115,Ivanka Trump to meet with women GOPers at RNC,REAL,politifact
1116,Barney Frank: Tea party outmaneuvered Dems,REAL,politifact
1117,Howard Dean ROASTS Trump Over Debate Sniffles: <U+2018>Coke User<U+2019>? (TWEETS),REAL,politifact
1118,Obama: 'There's a reason why we haven't had a woman President',REAL,politifact
1119,"First Lady jokes about Trump plagiarism: ""Yeah, that was tough""",REAL,politifact
1120,Trump Gets ANNIHILATED On Twitter After He Pretends He Didn<U+2019>t Just Trash Police Officers (TWEETS),REAL,politifact
1121,"Good News Folks, God Is Now Protecting Donald Trump From A <U+2018>Concentrated Satanic Attack<U+2019> (VIDEO)",REAL,politifact
1122,"McConnell, Pelosi, Ryan seek deal on government funding impasse",REAL,politifact
1123,Libertarian candidates: We will alter course of the election,REAL,politifact
1124,Trump hints Obama to blame for Charlotte unrest,REAL,politifact
1125,US boy asks Obama if he can adopt refugee,REAL,politifact
1126,"JUST IN: New York Times Will FINALLY Start Calling Trump A ""Liar""",REAL,politifact
1127,Trump 'happy' he didn't bring up Bill Clinton's affairs,REAL,politifact
1128,How Congress Can Override President Obama's Veto of the 9/11 Bill,REAL,politifact
1129,Trump Campaign Chair Says Racism Didn<U+2019>t Exist Before Obama <U+2013> Promptly Resigns,REAL,politifact
1130,"Obama, Biden honor Arnold Palmer",REAL,politifact
1131,DOJ: Chinese company tried to evade U.S. sanctions against North Korea,REAL,politifact
1132,Debate breaks record as most-watched in U.S. history,REAL,politifact
1133,NATO chief counterattacks against Donald Trump,REAL,politifact
1134,REALity Check: Was 'stop-and-frisk' effective?,REAL,politifact
1135,Trump Jr. defends Skittles tweet,REAL,politifact
1136,Obama nominates ambassador to Cuba in long-shot move,REAL,politifact
1137,Conservatives Throw A Hissy Fit Because Michelle Obama Talked About Slavery At Black History Museum,REAL,politifact
1138,National poll: Clinton leads Trump by 6 points,REAL,politifact
1139,Hateful Arizona Pastor Deported From Botswana After Saying Gays Should Be <U+2018>Stoned to Death<U+2019> (VIDEO),REAL,politifact
1140,Twitter Just Wrecked Donald Trump After Horrible Attack On <U+2018>Black Communities<U+2019> (TWEETS),REAL,politifact
1141,Meet This Week's White Texan Terrorist Trump Isn't Talking About,REAL,politifact
1142,McConnell plays hardball in spending fight,REAL,politifact
1143,What the US government can and cannot do to US citizens suspected of terrorism,REAL,politifact
1144,Trump received $1.6 million from Secret Service,REAL,politifact
1145,ABC News,REAL,politifact
1146,"Ivanka Trump, Paul Ryan meet",REAL,politifact
1147,Schumer transfers millions to Dems in bid for Senate takeover,REAL,politifact
1148,"Trump Said Not Paying Taxes Makes Him ""Smart."" Mark Cuban's Response Is Powerful",REAL,politifact
1149,Emmy winner compares 'monster' Trump to Hitler,REAL,politifact
1150,Airstrikes Bury Syrians in Aleppo,REAL,politifact
1151,America's relationships are on the line <U+2014> no matter who wins,REAL,politifact
1152,Terrorism: The Word Liberals are TERRIFIED Of,REAL,politifact
1153,"Clint Eastwood Had Enough, Blows Up On Hillary And Obama<U+2026> Liberals",REAL,politifact
1154,Italian prime minister jokes about Bill Clinton as 'first gentleman',REAL,politifact
1155,WWII Veteran Pens Brutal Op-Ed Slamming Draft-Dodging Trump,REAL,politifact
1156,Louisiana Cop Claims Murdering A 6-Year Old Child Was Self-Defense,REAL,politifact
1157,"Ryan defends Trump, dodges on Machado comment",REAL,politifact
1158,Trump launches 'Crooked Hillary' Snapchat filter for debate,REAL,politifact
1159,"Trump Said Not Paying Taxes Makes Him ""Smart."" Mark Cuban's Response Is Powerful",REAL,politifact
1160,"Judge Takes One Look At Attorney's Pin, Sentences Her To Five Days In Prison (Photo)",REAL,politifact
1161,"Charity: Clinton Foundation Distributed ""Watered-Down"" AIDS Drugs to Sub-Saharan Africa",REAL,politifact
1162,Trump<U+2019>s High-Energy War on American Politics,REAL,politifact
1163,Bill Maher: Donald Trump is RIGHT on Profiling [VIDEO],REAL,politifact
1164,Hillary Clinton prepares for unpredictable Trump at debate,REAL,politifact
1165,"Donald Trump, Germany<U+2019>s disfavored son",REAL,politifact
1166,BREAKING: Hollywood Legend Just Died Of Terrible Disease,REAL,politifact
1167,Worst. President. Ever.,REAL,politifact
1168,Don King drops N-word while introducing Trump,REAL,politifact
1169,Trump Jr. Compares Syrian Refugees to Skittles,REAL,politifact
